producer_id,producer_name,producer_img_url
35355,Ronny J,https://images.genius.com/b89e78a3977695ed6d966ed961c5088a.1000x1000x1.jpg
336528,Smash David,https://images.genius.com/efb300f752bca48079bc4d94587fb7f3.382x382x1.png
40474,Sorry Jaynari,https://images.genius.com/2ec3fa175a58565c1485c435bbebd07a.585x400x1.gif
