Bello Figo,Cardo
Tony! Toni! Toné!,DJ Quik
MC Wojtu$,Lex Luger
HRSMN,Kurupt
Verbal Threat,DJ Premier
Hit-Boy,Puff Daddy
Lil Twist,Hit-Boy
Power 106 FM,Mike WiLL Made-It
Scott Bradlee's Postmodern Jukebox,Pharrell Williams
Mr. Muthafuckin eXquire,Dot Da Genius
Gucci Mane,Young Chop
DJ Class,Kanye West
Joey Bada$$,Southside
Tyler, The Creator,Bangladesh
The FADER,Travis Scott
Turtle NoJoke,Hit-Boy
El Rey de Sol,T-Pain
Kodak Black,Southside
Bardero$,J Dilla
Edgar Allen Floe,!llmind
CiNo,DJ Hoppa
Alicia Keys,Travis Scott
Offset,Metro Boomin
Chinx,Lex Luger
Chief Keef & Fredo Santana,TrapMoneyBenny
Blu Cantrell,Missy Elliott
Enyukay,9th Wonder
DJ Quik & Kurupt,Kurupt
Emilio Rojas,!llmind
B.Keyz,9th Wonder
Illa Ghee,Large Professor
RKM Legend,DJ Khaled
Tevyn Jynx,J Dilla
PARTYNEXTDOOR,Lex Luger
Panjabi MC,Pharrell Williams
GKWunder,9th Wonder
CJ Hilton,Salaam Remi
L-Train,Lex Luger
Phat Kat,J Dilla
@ChefToast,9th Wonder
Nas,J.U.S.T.I.C.E. League
​throne (rapper),16yrold
Quentin Miller,TrapMoneyBenny
Slum Village,J Dilla
Reese LAFLARE,TrapMoneyBenny
Dreezy,Southside
James Blake,Metro Boomin
Lunar C,Mike WiLL Made-It
TM88, Southside & Gunna,Southside
Usher,Travis Scott
YP,Hit-Boy
Samir Madad,J Dilla
Zooey Deschanel,Puff Daddy
Davis Absolute,40
KFresh Harris,40
Chris Webby,DJ Premier
Liam Bailey,Salaam Remi
Khalid & Swae Lee,Sounwave
Genius Translations,Quincy Jones
Dom Soto,DJ Dahi
Mr. Lif,9th Wonder
Strong Arm Steady,DJ Khalil
Black Milk,DJ Premier
Ace Hood,Cool & Dre
Dappy,Zaytoven
Pollàri,Metro Boomin
Swaggy Liam,9th Wonder
Greneberg,The Alchemist
MoSS,DJ Premier
Artigeardit,Cardo
Malcolm Elliott,Mike WiLL Made-It
Lunar C,The Alchemist
Future,40
Rah Digga,Just Blaze
T.I.,Dr. Dre
Nyck Caution,Metro Boomin
$teven Cannon,Lex Luger
Mavado,DJ Khaled
U.N.L.V.,Mannie Fresh
Thess,Metro Boomin
Funk Volume,DJ Hoppa
Juicy J,Travis Scott
Bambu,!llmind
Lecrae,Puff Daddy
Master P,T-Pain
Why SL Know Plug,Southside
Nelly,Just Blaze
Kendrick Lamar,Cool & Dre
Waka Flocka Flame,Lex Luger
Styles P,J Dilla
Obie Trice,Timbaland
Uncle Murda,Mustard
Black Thought,Salaam Remi
Panic! at the Disco,Timbaland
Lupe Fiasco,Timbaland
Memphis Bleek,Missy Elliott
Macklemore & Ryan Lewis,DJ Premier
Smoke DZA,Cardo
Screwball,DJ Premier
Haikaiss,9th Wonder
Producer Genius,Sounwave
Dok2,Young Chop
Maurice Wilcher,Dr. Dre
Hit-Boy,Cardo
Jason Madison,DJ Dahi
Juice WRLD,Metro Boomin
Lil Little,DJ Khaled
Acou,Mike WiLL Made-It
Backstreet Boys,Pharrell Williams
L.E.P Bogus Boys,Southside
Lupe Fiasco,Scott Storch
Lil Scrappy,J.U.S.T.I.C.E. League
Consey,Travis Scott
Lil Jon & The East Side Boyz,Pharrell Williams
Jay Rock,Hit-Boy
Chaundon,!llmind
Nelly,Scott Storch
Tinashe,Mustard
Jordin Sparks,Mustard
Gucci Mane,Scott Storch
Crowder,40
Wiz Khalifa,Timbaland
Z-Mane & Armyboy,Hit-Boy
BrandenBeatBoy,Hit-Boy
Humble The Poet,KAYTRANADA
MC Lyte,Pharrell Williams
Three 6 Mafia,Puff Daddy
Only The Family,Young Chop
Kemikl CRI$$,Mike WiLL Made-It
Jeremih,Mike WiLL Made-It
The Alchemist,Large Professor
Allen Halloween,!llmind
Ben Jordan,Metro Boomin
Talib Kweli,Kanye West
The Evolution/16 Months,40
AMG,DJ Quik
Boyz N Da Hood,Puff Daddy
A-F-R-O,J Dilla
Big K.R.I.T., Jakk Jo & David Banner,9th Wonder
Rukhsana Merrise,Jermaine Dupri
Twista, Kanye West & Jamie Foxx,Kanye West
Shakira,Timbaland
Teedra Moses,Puff Daddy
Lil B,Just Blaze
The Jaded Outspoken Kid Evolving Rap,!llmind
MihTy, Jeremih & Ty Dolla $ign,Puff Daddy
Dre Knox,Just Blaze
Thess,Sounwave
Our Last Night,Mike WiLL Made-It
Yella Beezy,Scott Storch
Sango,KAYTRANADA
PeeWee Longway,Metro Boomin
MC Eiht,Kurupt
Big Sean,Kanye West
Jamie Foxx,Timbaland
Dom Kennedy,Cardo
Young P&H,Mike WiLL Made-It
London Jae,Travis Scott
Fabolous & Jadakiss,Southside
Meek Mill,Lex Luger
Yo Gotti,Cool & Dre
George Clinton,Dr. Dre
Musa,J Dilla
Mr. Krane,Mike WiLL Made-It
EARTHGANG,DJ Khalil
Tragedy Khadafi,Large Professor
T.I.,Young Chop
TaKe$Hi G.O.D,Tay Keith
JaM-Riv,Jermaine Dupri
Jose Guapo,Southside
Jamie Foxx,Pharrell Williams
Juicy J,Lex Luger
Ski Mask the Slump God,OG Parker
Fat Trel,Lex Luger
TC Rapper,Missy Elliott
Alex Aiono & T-Pain,T-Pain
Big Teach,Mustard
Statik Selektah,Hit-Boy
SOB X RBE,Mustard
​CupcakKe,Metro Boomin
Juelz Santana,J.U.S.T.I.C.E. League
Pharrell Williams & Camila Cabello,Pharrell Williams
Al Taylor,Scott Storch
Wizkid,Salaam Remi
Uzi x Reaper,Mike WiLL Made-It
Von Alexander,!llmind
Kevin Hart,Metro Boomin
CyHi The Prynce,Hit-Boy
Dream (Girl Group),Scott Storch
Wyclef Jean,DJ Khaled
Smoke & Thad,40
Rah Digga,DJ Premier
Beyoncé,Kanye West
Mýa,Missy Elliott
Lance Skiiiwalker,DJ Dahi
RUSSELL,Sounwave
ZAVAGE,40
Puff Daddy,Travis Scott
Kamaiyah,Travis Scott
None illa,Mustard
Swaehilfiger,Mike WiLL Made-It
JAY-Z,Dr. Dre
OMEGV,KAYTRANADA
Little Mix,Timbaland
Jadakiss,Puff Daddy
JG Trigga,Mike WiLL Made-It
N/A Music Group,Mike WiLL Made-It
Kris Kasanova,DJ Dahi
Curtismith,J Dilla
Context,Mustard
Pusha-T,Swizz Beatz
BELEE-DAT,Jermaine Dupri
Bomb,Mike WiLL Made-It
Famous Dex,OG Parker
Keri Hilson,Hit-Boy
Scale life,Lex Luger
Nick Cannon,Just Blaze
Lords of the Underground,DJ Premier
Iggy Azalea,Pharrell Williams
Eddie Hyde,Just Blaze
Aaron Cartier,16yrold
Tink,Young Chop
Kendrick Lamar,Just Blaze
Trip Lee,!llmind
Common,9th Wonder
Marsha Ambrosius,J.U.S.T.I.C.E. League
2Pac,DJ Quik
YFN Lucci,Metro Boomin
Gamemast15r,Puff Daddy
Cormega,Kurupt
(Da) Bush Babees,Salaam Remi
Tory Lanez,Southside
Kendrick Lamar,Sounwave
Gin Wigmore,DJ Khalil
Karencitta,Cool & Dre
Cuntscicle,Travis Scott
Jermaine Dupri & Ludacris,Jermaine Dupri
Napoleon Da Legend,J Dilla
Fetty Wap & PnB Rock,Scott Storch
Bun B,DJ Khalil
The Game,Salaam Remi
Halsey,Scott Storch
Jay Young,Hit-Boy
Cassie,Young Chop
Lava T,DJ Khalil
Sarah Vaughan,Quincy Jones
Cap-1,Metro Boomin
Brandon Hines,Jermaine Dupri
MASTAMIIND,Hit-Boy
Conway,Southside
Inspectah Deck,Kurupt
Lil' Pope,40
Nick Grant,Hit-Boy
Alex Ruffin,J Dilla
Total,Puff Daddy
Emilio Rojas,T-Pain
Sez Batters,Lex Luger
Chaos (duo),40
Eve,Salaam Remi
New Kids on the Block,Timbaland
Keyshia Cole,Hit-Boy
S1,!llmind
Mint Condition,J Dilla
Deetranada,KAYTRANADA
Diabolic,DJ Premier
JLMZ,40
NAV,DJ Khaled
Daz Dillinger,Scott Storch
Control,Mike WiLL Made-It
Jennifer Hudson,T-Pain
MRA (Black Genesis),Just Blaze
Don Q,Scott Storch
The Weeknd,Hit-Boy
50 Cent,Puff Daddy
The Roots,J Dilla
TeeFlii,Mustard
Gym Class Heroes,Cool & Dre
DJ Kay Slay,The Alchemist
Zaytoven & Deitrick Haddon,Zaytoven
King Space,!llmind
Lil Uzi Vert & Gucci Mane,Mannie Fresh
Tayler,Sounwave
Reks,DJ Premier
Tec-9,Mannie Fresh
Tay 600,Metro Boomin
Mick Jenkins,Mustard
Bleachers,Sounwave
Self Provoked,DJ Hoppa,DJ Hoppa
Von Marley (Marlo),Young Chop
Lil Duke,Southside
Paula Cole,Missy Elliott
Eldorado Red,Southside
Da'ville,Timbaland
Beyoncé,Bangladesh
ProfJam,Zaytoven
L'ARTISTE (Max Palmer),Young Chop
Who Is Gavin,Scott Storch
Akeem Jahat,Zaytoven
Tommie,Tay Keith
Matt Thomas,Southside
E-Lite (Artist),T-Pain
Metal Ring and Butterfly,9th Wonder
24hrs,Hit-Boy
Amir Royale,Missy Elliott
Rupee,Salaam Remi
Moneybagg Yo,Southside
Humanik (3431), Elbycaz,9th Wonder
Vic Mensa,Hit-Boy
ScHoolboy Q,Kurupt
Miguel,J Dilla
A$AP Rocky,DJ Khalil
Kirko Bangz,Cardo
Dame Dash,Kanye West
BIA,Pharrell Williams
Rae Sremmurd,Travis Scott
Travis Scott,Cardo
Infamous Mobb,The Alchemist
YoungCSmack,Mike WiLL Made-It
6LACK,Dot Da Genius
T-Pain & Lil Wayne,T-Pain
SHUG,Missy Elliott
Rich the Kid,Travis Scott
Britney Spears,Mustard
DJ Khaled,Mike WiLL Made-It
The Isley Brothers,Puff Daddy
Yancey Boys,J Dilla
N-Dubz,Salaam Remi
Styles P,Lex Luger
Kanye West & Kendrick Lamar,Kanye West
Ty Dolla $ign,Travis Scott
LIZ,Pharrell Williams
2 Chainz,40
7 Days of Funk,Kurupt
Bishop Nehru,J Dilla
Warren G,Kurupt
Gucci Mane,T-Pain
Chris Brown,Swizz Beatz
Tyga,Metro Boomin
Ace Fulla,40
James.wav,Missy Elliott
Kaysha,40
Kent M$ney,Hit-Boy
Nik Bates,J Dilla
Jessica Dime,Zaytoven
1WayFrank,Young Chop
Kuniva,Salaam Remi
Rizzie Redd,40
N.O.R.E.,DJ Khaled
Beyoncé,40
Tyga,Kurupt
Rapsody,DJ Premier
Capone-N-Noreaga,Scott Storch
Gliffics,J Dilla
Vader the Wildcard,40
Gamemast15r,J.U.S.T.I.C.E. League
Focus…,Kurupt
Mariah Carey,Mustard
Tate Kobang,Swizz Beatz
New Edition,Jermaine Dupri
Joell Ortiz,Salaam Remi
OfficialZIP,40
Nolimit Draco,Metro Boomin
Monster,Sounwave
Sean C. Johnson,J Dilla
Estelle,Kanye West
Kanye West,Quincy Jones
Ma$e,DJ Khaled
Eldorado Red,Mike WiLL Made-It
Jamie Foxx,Quincy Jones
A$AP Mob,Cardo
Tinashe,Mike WiLL Made-It
N.E.R.D & Future,Pharrell Williams
LevyGrey,T-Pain
Snow Tha Product,Cardo
Triple C's,Lex Luger
Lil' Snupe,J.U.S.T.I.C.E. League
Big Shug,The Alchemist
Zane,Bangladesh
M.A.S.K.,DJ Premier
Carl Thomas,Puff Daddy
Marco Polo,Large Professor
Monica,Kanye West
M-S1xTeen,The Alchemist
Busta Rhymes,Pharrell Williams
The Internet,Matt Martians
Allen Hatred,Sounwave
Petey Pablo,Missy Elliott
Mick Jenkins,DJ Dahi
Alicia Keys,Swizz Beatz
Mila J,Mustard
N. DoT,Cardo
Hodgy,J Dilla
Alley Boy,Mustard
Memnon The Black,J Dilla
BlocBoy JB,Mannie Fresh
Bishop Lamont,9th Wonder
James Graham,DJ Khaled
Mozzy,Southside
Big Teach,Mike WiLL Made-It
Charlie Hayley,Sounwave
Shades,Missy Elliott
21 Savage,DJ Dahi
Taylor Bennett,Mike WiLL Made-It
Kendrick Lamar,Mike WiLL Made-It
Tha Dogg Pound,Dr. Dre
Volts Face,Dr. Dre
Quavo,Tay Keith
Ginuwine,Timbaland
Wiz Khalifa,Dr. Dre
Ace Hood,DJ Khaled
JAY-Z,Travis Scott
Lil Dicky,Mustard
The Game,Puff Daddy
Black Star,DJ Premier
Rico Nasty,Lex Luger
Snoop Dogg,Dr. Dre
Chip,Puff Daddy
Lil B,Metro Boomin
M.I.A.,Missy Elliott
DJ Quik & Problem,DJ Quik
Pete Rock,J Dilla
SwizZz,Zaytoven
Legitimate,KAYTRANADA
Nitty Scott,Large Professor
Racehood,Lex Luger
Usher,Puff Daddy
Ringo Starr,Quincy Jones
The Super D3Shay,Matt Martians
Wale,Kanye West
Future,!llmind
MAK NIKOVA,Hit-Boy
R.A. The Rugged Man,The Alchemist
Genius Arabia,Zaytoven
Ca$h Out & PARTYNEXTDOOR,Cardo
Leona Lewis,Salaam Remi
Mike WiLL Made-It,Mike WiLL Made-It
3D Na'Tee,Lex Luger
Freddie Foxxx/Bumpy Knuckles,DJ Premier
Starlito,Hit-Boy
GoldLink,Timbaland
Mista Grimm,Dr. Dre
Boogie,DJ Quik
Trill Sammy,Metro Boomin
Producer Genius,Just Blaze
MC Lyte,Jermaine Dupri
Puff Daddy,Hit-Boy
Mac Miller,9th Wonder
MadeinTYO,Southside
WDNG Crshrs,TrapMoneyBenny
Linkin Park,The Alchemist
Tory Lanez,DJ Khaled
Mariah Carey,Dr. Dre
Ciph Boogie,Swizz Beatz
Royce da 5'9'',Pharrell Williams
Javkboy Hitman Flex,DJ Khaled
Beanie Sigel,Just Blaze
Spice 1,Kurupt
Janet Jackson,Kanye West
Eearz,Mike WiLL Made-It
Zaytoven,Mustard
Raekwon,Dr. Dre
Keenan The First,KAYTRANADA
MK,Southside
Jaisenzz,Mike WiLL Made-It
Lil Duke,Travis Scott
KYLE,Dot Da Genius
Nas,The Alchemist
Lloyd Banks,Dr. Dre
ForestPunk,J Dilla
Justine Skye,Mustard
Prophet (1),Sounwave
Lil Uzi Vert,Lex Luger
TGT,Kurupt
Fabolous,Lex Luger
Isosine,Sounwave
Zero,Metro Boomin
Apollo nineteen,Bangladesh
Sainty,Metro Boomin
Tim Saunders,J.U.S.T.I.C.E. League
Drake,Hit-Boy
Chrishan,Mustard
Jake Paul,DJ Khaled
Baby Bash,T-Pain
Benny Boy,Large Professor
Daveed Diggs & Rafael Casal,T-Pain
Donny Bravo,Sounwave
8Ball & MJG,Cool & Dre
Pszemek-rapowanie,Mike WiLL Made-It
DJ Khaled,40
Meek Mill,DJ Khaled
Wiz Khalifa,Sounwave
T.I.,Scott Storch
Josbi,9th Wonder
Brooke Candy,Mustard
Giggs,Travis Scott
WDNG Crshrs,Cardo
Wale,Mustard
E-40,DJ Quik
Anakin artz,Cardo
YFN Kay,OG Parker
Audio Push,Mike WiLL Made-It
Zuse,Mike WiLL Made-It
16yrold & D Savage,16yrold
Chevy Woods,Zaytoven
Tres Coronas,Just Blaze
Rash Saadi,Mike WiLL Made-It
Morcheeba,The Alchemist
Guru,J Dilla
The Roots,Scott Storch
Fydo,Young Chop
OB O'Brien,40
Keyshia Cole,Mustard
The Madd Rapper,Kanye West
Meek Mill,Cool & Dre
AGNEZ MO,Timbaland
All City,DJ Premier
Old M,J Dilla
Moha La Squale,Southside
Ghostface Killah,Missy Elliott
Lil' Cease,Puff Daddy
Playdough,!llmind
Cousin Stizz,Puff Daddy
James Blake,Travis Scott
Gucci Mane & Young Scooter,Zaytoven
Bump J,Cardo
Flash Giordani,16yrold
DJ Unknown & DJ Mekalek,DJ Premier
Dave East,Metro Boomin
Craig Mack,Puff Daddy
BET,T-Pain
Eve,Dr. Dre
Skyzoo & Illmind,!llmind
Lil Yachty,Lex Luger
Kendrick Lamar,Dr. Dre
Smut Peddlers,The Alchemist
MISOGI,Mustard
King Los,Zaytoven
Ali As,J Dilla
Progress,DJ Khalil
Trae tha Truth,DJ Khaled
Goodie Mob,Kurupt
Theophilus London,Kanye West
Curtismith,Timbaland
J. Cole,Kanye West
DD Caine,Young Chop
Apathy,DJ Premier
Money Man,Tay Keith
Xzibit,Dr. Dre
Timbaland,Dr. Dre
Sëar Lui-Même,Dr. Dre
MvdS,Scott Storch
Yung Rudd,Mike WiLL Made-It
Cher,Timbaland
Thirty Seconds to Mars,Kanye West
Louis B,Travis Scott
Jeremih,Travis Scott
Group Therapy,Dr. Dre
Project Pat,Zaytoven
Wretch 32,Hit-Boy
Nelly Furtado,Missy Elliott
Hyacinthe,Young Chop
Pruzzkid,Mike WiLL Made-It
Kirko Bangz,Mustard
OB O'Brien,Mustard
Earth, Wind & Fire,Scott Storch
NAV,Metro Boomin
Buttah fresh,Young Chop
Ca$h Out,Southside
Faith Evans & The Notorious B.I.G.,DJ Premier
YNB,J Dilla
Lil Tracy,16yrold
Swoosh God,Cardo
Lil Mik & LilCody,DJ Khaled
Deep Throat Choir,Salaam Remi
DJ Khaled,Kanye West
OMB Peezy,Cardo
Jay-Z & Linkin Park,Kanye West
Shanell,Cool & Dre
Trey Songz,Dot Da Genius
Ben Friedman,T-Pain
N.E.R.D., Gucci Mane & Wale,Pharrell Williams
E SENS,Mannie Fresh
Lil Ca$h Benton,Southside
Mar90s,16yrold
XXL,Travis Scott
Fredo Santana,TrapMoneyBenny
Guap Tarantino,Southside
Tay 600,Young Chop
Robert Glasper Experiment,KAYTRANADA
Matt Martians,Matt Martians
Ab-Soul,Puff Daddy
Trill Apex,Sounwave
Belly,Scott Storch
Limp Bizkit,DJ Premier
Jay Rukas,9th Wonder
XXXTENTACION,J Dilla
Static (Playa),Lex Luger
Bandzzy,40
Da Brat,Jermaine Dupri
Rick Ross,Mannie Fresh
That Hooligan Casanova,!llmind
Zin-Zeta,Just Blaze
SHIV.,Metro Boomin
Various Artists,DJ Premier
Cam'ron,Jermaine Dupri
Kollegah,Just Blaze
De La Soul,J Dilla
B.o.B & London Jae,Zaytoven
Lord Tariq & Peter Gunz,Jermaine Dupri
Sexion d'Assaut,Dr. Dre
Chris Webby,Scott Storch
PRhyme,DJ Premier
U-God,Large Professor
Big Sean,DJ Khalil
2 Chainz,Southside
3rd Eyezik,9th Wonder
Jay Swag,9th Wonder
Mr. Ivan,Mannie Fresh
Stoneyyy Wright,Mustard
Destiny's Child,Missy Elliott
Snoop Dogg,J Dilla
Sa-roc,DJ Premier
Feziekk,KAYTRANADA
Tweet,Timbaland
Maluma,Timbaland
Charles Hamilton,The Alchemist
Monica,DJ Dahi
Ryan Leslie,Kanye West
Loyaldi,Mike WiLL Made-It
Torae,DJ Premier
Triggaman,40
Malenciiaga,Metro Boomin
Katy Perry,Mike WiLL Made-It
Lil Bomb,Hit-Boy
Automatikk,Scott Storch
Hi-Tek,Kurupt
50 Cent,Jermaine Dupri
Roxanne Shanté,Large Professor
Lil B,J Dilla
Y-Kay,The Alchemist
Slaine Vs. Termanology,DJ Premier
Lor Scoota,Southside
Sharell Madden,DJ Dahi
YRN Lingo,Zaytoven
Curren$y,DJ Premier
DJ Drama,Mike WiLL Made-It
Lil Dee,DJ Khaled
D. Ardee,Metro Boomin
Tom Foolery,Just Blaze
JerkLuck,Just Blaze
Juvenile,Mannie Fresh
Fonzworth Bentley,Pharrell Williams
Davis Absolute,Missy Elliott
Larry League,Zaytoven
Wiz Khalifa,Salaam Remi
Day26,Puff Daddy
Kay Kani,DJ Premier
Mad Sadiq,Sounwave
Shotta,!llmind
Riverdale Cast,Pharrell Williams
STaTiiX,Hit-Boy
Phonte and Eric Roberson,Stro Elliot
J. Cole,Sounwave
Dela,Large Professor
Nas & Rick Ross,Mike WiLL Made-It
Serial Killers,DJ Khalil
BIA,Cardo
Clayton Jokythur,Scott Storch
L.E.J. (Elijay),Dr. Dre
Wolficide,TrapMoneyBenny
BALTIK9GANG,Metro Boomin
Ludacris,Pharrell Williams
Devon,9th Wonder
Elise 5000,T-Pain
Sir Michael Rocks,Hit-Boy
Dave East,!llmind
Dee-1,Mannie Fresh
Sneakbo,Mustard
Childish Gambino,Just Blaze
Semi Star,40
Fall Out Boy,Pharrell Williams
AlcoPollock,Puff Daddy
Jadakiss,Scott Storch
Keyshia Cole,Scott Storch
TaKe$Hi G.O.D,Mike WiLL Made-It
Waka Flocka Flame & Slim Dunkin,Mike WiLL Made-It
Meyhem Lauren,Large Professor
Lil Keed,Cardo
The-Dream,DJ Khaled
Lil Flip,Salaam Remi
Alley Boy,Young Chop
Add-2,9th Wonder
Max kru,DJ Khaled
Yung Trace,Mike WiLL Made-It
Busta Rhymes & Q-Tip,J Dilla
DMX,Puff Daddy
Black Jesus,Hit-Boy
Breezy Huncho,Young Chop
Christina Aguilera,Kanye West
Queen Key,Mustard
Mysonne,Southside
Hustle Gang,Young Chop
Gent & Jawns,Mustard
Babyface,Pharrell Williams
Wzy,Bangladesh
Three Six Musketeers,Mike WiLL Made-It
Preston (PR),DJ Khaled
Lil Pump,Zaytoven
THE CARTERS,Cool & Dre
Reef Hustle,9th Wonder
D-T-Rayne,Lex Luger
Funkmaster Flex,Just Blaze
Offset,Zaytoven
Nix,DJ Khalil
Ras Kass,Kurupt
Lil' Kim,Jermaine Dupri
Bird Soup,J Dilla
Treez Lowkey,16yrold
Chris Church,Mustard
Grafter,40
Tinashe,Metro Boomin
Bishop Lamont,Dr. Dre
Madonna,Travis Scott
Jesse McCartney,T-Pain
Tinashe,DJ Dahi
Drake & Future,Southside
Bliss n Eso,DJ Hoppa
Janet Jackson,Jermaine Dupri
Kelela,DJ Dahi
Kris Dutney,Lex Luger
BHS Arts,Cardo
Los Santos,Lex Luger
Deathyvevo & Myrcurey,40
Lil Physic,Metro Boomin
GrandeMarshall,DJ Dahi
Papoose,DJ Premier
Joss Stone,Salaam Remi
Young Cam,Cardo
L.E.G.A.C.Y.,9th Wonder
Samir Madad,Sounwave
Smino,T-Pain
Davis Absolute,Sounwave
Usher,Pharrell Williams
G-Eazy,Mannie Fresh
King Los,Mustard
Toni Braxton,Scott Storch
Walz Mondjia,Young Chop
Macy Gray,Hit-Boy
Kendrick Lamar,DJ Khalil
Dev,Timbaland
J. Rand,Mustard
Audio Push,Metro Boomin
P.Y.G,Swizz Beatz
Monsta KiD,9th Wonder
Yukmouth,Kurupt
Savvy,Large Professor
Kollegah,The Alchemist
Maestro Pianoman,Just Blaze
WESLEE,J Dilla
The-Dream,Mike WiLL Made-It
Timeless Truth,Large Professor
Yung Beef,Southside
Yung Fabi AKA Fabi Babi,Metro Boomin
Kanye West,Pharrell Williams
Chris Brown,Southside
B In$ta G,Sounwave
Dorrough Music,Mustard
Cormega,DJ Premier
Chris Light,40
Pi'erre Bourne,Southside
Maajei Vu,Cardo
Steven Malcolm,!llmind
Trick Daddy,Kanye West
Yung Ralph,Zaytoven
The Notorious B.I.G.,Puff Daddy
Nine Inch Nails,Dr. Dre
DJ Kay Slay,DJ Khaled
Monica,Timbaland
DMX,Scott Storch
Take A Mic,Mustard
Flesh-N-Bone,Kurupt
Tha Dogg Pound,Swizz Beatz
Beyoncé,Hit-Boy
Yukmouth,T-Pain
Queen Latifah,Missy Elliott
Supreme Patty,Scott Storch
Terrace Martin,Quincy Jones
Wale,DJ Khalil
Remy Ma,DJ Dahi
Ginuwine,Missy Elliott
Tha Joker (US),Lex Luger
Mac Miller,Lex Luger
Eels,Missy Elliott
Akon,T-Pain
I-20,Salaam Remi
​iLoveMakonnen,Metro Boomin
Horseshoe G.A.N.G,DJ Khalil
RizzyDizzy,!llmind
Young Thug,Young Chop
Jesse Boykins III,DJ Dahi
Danny Corsiga,DJ Premier
YOMi,Metro Boomin
J-$killz,DJ Hoppa
J-Bizz,Mike WiLL Made-It
Tyga,40
Terror Squad,Scott Storch
Bahja Rodriguez,OG Parker
