producer_id,performer_id,song_id,album_id
50896,20185,2145913,491157
50896,130,703732,119674
50896,492,2973484,287219
50896,130,685070,119674
50896,20185,3876999,152654
50896,89,731783,
50896,20185,2290813,491157
50896,492,703429,118666
50896,20185,3876996,152654
50896,20185,2826952,151943
50896,2,182405,36559
50896,20185,2849772,151943
50896,20185,499855,110716
50896,217208,3209331,347955
50896,217208,3209336,347955
50896,20185,153015,22127
50896,21894,2888831,160640
50896,217208,2456827,149228
50896,61600,2894281,459148
50896,41579,206132,
50896,20185,724284,491157
50896,217208,3209338,347955
50896,20185,691607,345439
50896,264368,3097951,326050
50896,492,2938694,287219
50896,20503,1862903,126701
50896,1583,146977,
50896,264368,3097975,326050
50896,324667,3138028,461853
50896,2049,2893569,287386
50896,1085634,3563908,407984
50896,20185,2829210,
50896,206705,2297764,139629
50896,20185,148152,342546
50896,65109,3553770,368797
50896,396531,3768792,465959
50896,1085634,3952657,460799
50896,610968,3060692,330004
50896,1073,2360995,139436
50896,1426341,3599119,412736
50896,1085634,3563911,407984
50896,1205,4057985,460804
50896,132,2841499,
50896,1550422,2320127,
50896,1085634,3563909,407984
50896,492,704657,
50896,187600,1868916,327817
50896,1085634,3952654,460799
50896,217208,2456846,149228
50896,1251094,3305185,378160
50896,699,212567,26551
50896,1024052,3998879,420353
50896,20185,2855626,
50896,1085634,3573459,460799
50896,1017213,4029607,470878
50896,1085634,3952658,460799
50896,21798,3040290,405243
50896,1085634,3952660,460799
50896,1531675,3849622,
50896,247164,3076632,339901
50896,20185,3059601,
50896,653133,4164335,
50896,699,212569,26551
50896,1068343,2974583,
50896,45180,2947542,303780
50896,217208,3042838,
50896,166056,2935372,313511
50896,20185,2477079,
50896,38318,3341882,84546
50896,699,482783,125505
50896,657908,3663237,420978
50896,646901,3403916,389981
50896,1017213,4029839,470878
50896,20185,2353881,
50896,300093,657085,117291
50896,112955,2920010,
50896,247164,3154970,339901
50896,45180,2911420,303780
50896,337256,3684866,424489
50896,25561,3186091,491316
50896,45180,2968745,303780
50896,14692,3863890,323738
50896,166056,2847659,164237
50896,45180,2454959,303780
50896,22741,2926084,309861
50896,45180,2835169,303780
50896,45180,2914023,303780
50896,45180,3182618,383984
50896,38318,3341883,84546
50896,1105813,3031239,368744
50896,45180,2968729,303780
50896,976845,3221707,369217
50896,45180,2968757,303780
50896,45794,508116,
50896,45180,2424626,
50896,45180,1905130,
50896,45180,3045150,
50896,1981,2452701,139112
50896,20646,607147,
50896,300093,2035171,274411
50896,212034,603123,109522
50896,13539,3875940,
50896,212034,604553,
50896,22741,3943739,
50896,490616,3041080,337662
50896,212034,603129,109522
50896,661084,2872598,
50896,1054301,3494498,399536
50896,45180,543066,116918
50896,637954,2420461,
50896,661084,2877505,
50896,212034,488196,109522
50896,558026,2963297,326695
50896,396531,4172262,
50896,1688401,4208289,495936
50896,300093,3759068,349566
50896,490616,3494387,399512
50896,366479,2250561,
50896,1205034,3959448,461691
50896,657908,3655612,420678
50896,1688401,4229878,495936
50896,212034,3032134,
50896,212034,604527,109522
50896,325911,3903069,447143
50896,300093,3988911,
50896,261351,2378743,
50896,321094,2448982,148131
50896,300093,3031930,
50896,1121953,3143073,
50896,2418,2929436,
50896,48774,3834060,445532
50896,16284,522528,
50896,1688401,4229876,495936
50896,28475,2480686,153811
50896,325911,3903067,447143
50896,156467,506743,117466
50896,667533,3051870,
50896,1186936,3720669,
50896,1688401,4229877,495936
50896,300093,3528745,325848
50896,300093,3528828,274411
50896,212034,604532,109522
50896,300093,3528783,147529
50896,212034,604558,109522
50896,655252,2450101,148278
50896,1612359,4081126,471732
50896,325911,3532991,404093
50896,983851,3097242,
50896,1177507,3161293,
50896,221373,504331,
50896,9671,4181054,
50896,1555662,3904469,
50896,1419773,3606317,410518
50896,1256250,3888560,450975
50896,9866,1800395,124543
50896,230915,4272803,
50896,1205034,4067211,461691
50896,27935,3905861,454324
50896,1000616,2855975,
50896,1688401,4229879,495936
50896,1614321,4039019,472367
50896,261351,2379436,138660
50896,1176694,3159509,
50896,1467066,4162480,
50896,630521,4224407,
50896,394804,4277941,
