artist_id, artist_name, song_title, performer_name
4617 , The Neptunes , Brain , N.E.R.D
4617 , The Neptunes , Say Somethin' , Mariah Carey
4617 , The Neptunes , Stick That Thang Out (Skeezer) , Lil Jon & The East Side Boyz
4617 , The Neptunes , Really Raw , Tyga
4617 , The Neptunes , Did It Again , Shakira
4617 , The Neptunes , Hot , n
4617 , The Neptunes , I Knew That , Snoop Dogg
4617 , The Neptunes , Am I High , N.E.R.D
4617 , The Neptunes , I'm Serious , T.I.
4617 , The Neptunes , Take Ya Home , Bow Wow
4617 , The Neptunes , On & On , Missy Elliott
4617 , The Neptunes , Let It Loose , Wale
4617 , The Neptunes , Bouncin' Back (Bumpin' Me Against The Wall) , Mystikal
4617 , The Neptunes , Let's Talk About It , Clipse
4617 , The Neptunes , Truth or Dare , N.E.R.D
4617 , The Neptunes , Wait a Minute , Ray J
4617 , The Neptunes , Things Are Getting Better , N.E.R.D
4617 , The Neptunes , Twilite Speedball , Yasiin Bey
4617 , The Neptunes , Drop it Like it's Hot Remix , Snoop Dogg
4617 , The Neptunes , First Time , Tyga
4617 , The Neptunes , One Day , Star Cast
4617 , The Neptunes , Girlfriend , *NSYNC
4617 , The Neptunes , Girls Gone Wild , Ludacris
4617 , The Neptunes , Why Should I Be Sad , Britney Spears
4617 , The Neptunes , Wonderful Place , N.E.R.D
4617 , The Neptunes , Breakout , N.E.R.D
4617 , The Neptunes , She's the One , Bad Meets Evil
4617 , The Neptunes , Boys , Britney Spears
4617 , The Neptunes , Run Away , Snoop Dogg
4617 , The Neptunes , Baby Doll , N.E.R.D
4617 , The Neptunes , Wind It Up , Gwen Stefani
4617 , The Neptunes , Someday , Scarface
4617 , The Neptunes , Jump , N.E.R.D
4617 , The Neptunes , Fly or Die , N.E.R.D
4617 , The Neptunes , Use Your Heart , SWV
4617 , The Neptunes , Perfect , Snoop Dogg
4617 , The Neptunes , It Must Be Tough , The Game
4617 , The Neptunes , Life as a Fish , N.E.R.D
4617 , The Neptunes , Click Clack , Slim Thug
4617 , The Neptunes , In the Late Night Hour , Ice Cube
4617 , The Neptunes , Announcement , Common
4617 , The Neptunes , Feel it Boy , Beenie Man
4617 , The Neptunes , Fall Back , Gucci Mane
4617 , The Neptunes , Laugh About It , N.E.R.D
4617 , The Neptunes , Take It From Here , Justin Timberlake
4617 , The Neptunes , Door Man , Clipse
4617 , The Neptunes , Chariot of Fire , N.E.R.D
4617 , The Neptunes , Happy , N.E.R.D
4617 , The Neptunes , Yummy , Gwen Stefani
4617 , The Neptunes , God Bless Us All , N.E.R.D
4617 , The Neptunes , Goodlife , T.I.
4617 , The Neptunes , Pop Shit , Ol' Dirty Bastard
4617 , The Neptunes , Candy , Foxy Brown
4617 , The Neptunes , For the Nasty , Q
4617 , The Neptunes , Show Me Your Soul , Puff Daddy
4617 , The Neptunes , Intro / Time for Some Action , N.E.R.D
4617 , The Neptunes , Recognize , Ol' Dirty Bastard
4617 , The Neptunes , Stay Together , N.E.R.D
4617 , The Neptunes , I Still Love You , 702
4617 , The Neptunes , Our Father , Pharrell Williams
4617 , The Neptunes , I Ain't Heard of That , Slim Thug
4617 , The Neptunes , Get Along With You , Kelis
4617 , The Neptunes , Candy Shop , Madonna
4617 , The Neptunes , As I Come Back , Busta Rhymes
4617 , The Neptunes , Boys (The Co , Ed Remix)
4617 , The Neptunes , Ego , Clipse
4617 , The Neptunes , Touch , Omarion
4617 , The Neptunes , I Don't Know , Usher
4617 , The Neptunes , Keep it Playa , Pharrell Williams
4617 , The Neptunes , Sugar Honey Iced Tea , Kelis
4617 , The Neptunes , The Way She Dances , N.E.R.D
4617 , The Neptunes , Gladiator , Common
4617 , The Neptunes , Showing Out , Clipse
4617 , The Neptunes , Lazer Gun , N.E.R.D
4617 , The Neptunes , Westwood Crib Session  ,  Freestyle (2017)
4617 , The Neptunes , I've Seen the Light / Inside of Clouds , N.E.R.D
4617 , The Neptunes , She's Not Me , Madonna
4617 , The Neptunes , Grindin' (Selector Remix) , Clipse
4617 , The Neptunes , She Wants to Move (Native Tongues Remix) , N.E.R.D
4617 , The Neptunes , Isn't This The World , Janelle Monáe
4617 , The Neptunes , Broken Glass , Talib Kweli
4617 , The Neptunes , The Funeral , Clipse
4617 , The Neptunes , Rock N' Roll , Fam
4617 , The Neptunes , What's Yo Name? , T.I.
4617 , The Neptunes , Champion , Clipse
4617 , The Neptunes , The Call (The Neptunes Remix) , Backstreet Boys
4617 , The Neptunes , Hot , Roscoe P. Coldchain
4617 , The Neptunes , Cho Large , The Teriyaki Boyz
4617 , The Neptunes , After My Chedda , 50 Cent
4617 , The Neptunes , Nothin' Else , Justin Timberlake
4617 , The Neptunes , FamLay Freestyle , Clipse
4617 , The Neptunes , Hit the Freeway , Toni Braxton
4617 , The Neptunes , Still Telling Lies , Cuban Link
4617 , The Neptunes , In the Air Tonite , Lil' Kim
4617 , The Neptunes , Party People , N.E.R.D
4617 , The Neptunes , Thrasher , N.E.R.D
4617 , The Neptunes , Find My Way , N.E.R.D
4617 , The Neptunes , Life Change , Clipse
4617 , The Neptunes , Pussy , Clipse
4617 , The Neptunes , Let's Take a Ride , Justin Timberlake
4617 , The Neptunes , Special , Snoop Dogg
4617 , The Neptunes , Certified , Usher
4617 , The Neptunes , It's in the Air , N.E.R.D
4617 , The Neptunes , Don't Worry About It , N.E.R.D
4617 , The Neptunes , It's All Yours , MC Lyte
4617 , The Neptunes , I Ain't Heard of That (Remix) , Slim Thug
4617 , The Neptunes , Blows My Mind , Snoop Dogg
4617 , The Neptunes , Windows , N.E.R.D
4617 , The Neptunes , Drill Sergeant , N.E.R.D
4617 , The Neptunes , Daddy , Kelis
4617 , The Neptunes , Young & Sexy , Fabolous
4617 , The Neptunes , Perfect Defect , N.E.R.D
4617 , The Neptunes , Roc Star Freestyle , JAY
4617 , The Neptunes , Lavish , Twista
4617 , The Neptunes , Où sont les kickers , Sexion d'Assaut
4617 , The Neptunes , Waiting for You , N.E.R.D
4617 , The Neptunes , Orange County Girl , Gwen Stefani
4617 , The Neptunes , Tit 4 Tat , Fabolous
4617 , The Neptunes , Cold Blooded , Ol' Dirty Bastard
4617 , The Neptunes , When My Niggas Come Home , The Game
4617 , The Neptunes , What It Is , Busta Rhymes
4617 , The Neptunes , Zock On! , The Teriyaki Boyz
4617 , The Neptunes , Grimey , N.O.R.E.
4617 , The Neptunes , Sex 4 Suga , Common
4617 , The Neptunes , Call the Ambulance , Busta Rhymes
4617 , The Neptunes , I Don't Care Anymore , Kelis
4617 , The Neptunes , Heartbeat , Madonna
4617 , The Neptunes , The Art of Noise , CeeLo Green
4617 , The Neptunes , Kill Joy , N.E.R.D
4617 , The Neptunes , Already Platinum , Slim Thug
4617 , The Neptunes , My First Time , Beyoncé
4617 , The Neptunes , Cross the Border , Philly's Most Wanted
4617 , The Neptunes , Pass it Pass It , Snoop Dogg
4617 , The Neptunes , I'm Lovin' It , Justin Timberlake
4617 , The Neptunes , Don't Stop , Beanie Sigel
4617 , The Neptunes , Nas' Angels... The Flyest , Nas
4617 , The Neptunes , Intro , N.E.R.D
4617 , The Neptunes , Murder of a Teenage Life , Yasiin Bey
4617 , The Neptunes , Margarita , Sleepy Brown
4617 , The Neptunes , Good Stuff , Kelis
4617 , The Neptunes , Nothing On You , N.E.R.D
4617 , The Neptunes , Harder, Better, Faster, Stronger (The Neptunes Remix) , Daft Punk
4617 , The Neptunes , Swagger International , Pharrell Williams
4617 , The Neptunes , Roll My Shit , The Game
4617 , The Neptunes , You Don't Even Know , Clipse
4617 , The Neptunes , Oh No , N.O.R.E.
4617 , The Neptunes , What a World , Common
4617 , The Neptunes , Could've Struck The Lotto , Skyzoo
4617 , The Neptunes , All Eyes on Me , Clipse
4617 , The Neptunes , Locked Away , N.E.R.D
4617 , The Neptunes , Backseat Love , N.E.R.D
4617 , The Neptunes , Help Me , N.E.R.D
4617 , The Neptunes , Victory , N.E.R.D
4617 , The Neptunes , How Many Licks (Remix) , Lil' Kim
4617 , The Neptunes , Give It Up , Twista
4617 , The Neptunes , Good Girl , Vanessa Marquez
4617 , The Neptunes , To the Floor , Mariah Carey
4617 , The Neptunes , Rocking With the Best , Jadakiss
4617 , The Neptunes , Drop It Like It's Hot (Remix) , JAY
4617 , The Neptunes , By Your Side (Neptunes Remix) , Sade
4617 , The Neptunes , Pop Niggas , Ja Rule
4617 , The Neptunes , I Just Wanna Love U (Give It 2 Me) (MTV Unplugged) , JAY
4617 , The Neptunes , Blanco , Pitbull
4617 , The Neptunes , She's the One , Royce da 5'9''
4617 , The Neptunes , Hot Sauce to Go , Jadakiss
4617 , The Neptunes , Steal Away , Mary J. Blige
4617 , The Neptunes , Crush , Solange
4617 , The Neptunes , Play it Off , Nelly
4617 , The Neptunes , Blaze of Glory , Clipse
4617 , The Neptunes , Sacred Temple , N.E.R.D
4617 , The Neptunes , Star , 702
4617 , The Neptunes , Incredible , Madonna
4617 , The Neptunes , I Wanna Jam , N.E.R.D
4617 , The Neptunes , Head Bust , Shark City Click
4617 , The Neptunes , Mafia , Kelis
4617 , The Neptunes , If , Nelly
4617 , The Neptunes , Popular Thug (Clones Version) , Kelis
4617 , The Neptunes , Why Wait , Shakira
4617 , The Neptunes , Blow My Whistle , 宇多田ヒカル Hikaru Utada
4617 , The Neptunes , I Got a Right Ta , Common
4617 , The Neptunes , Oh No (Remix) , N.O.R.E.
4617 , The Neptunes , Ghetto Children , Kelis
4617 , The Neptunes , Da Beeper Record , Fam
4617 , The Neptunes , Please Don't Mind , Philly's Most Wanted
4617 , The Neptunes , Young, Fresh N' New , Kelis
4617 , The Neptunes , Inhale , Common
4617 , The Neptunes , Spanish Lesson , Madonna
4617 , The Neptunes , Let's Talk About It , Jermaine Dupri
4617 , The Neptunes , Protect My Heart , Kelis
4617 , The Neptunes , Flashback , Kelis
4617 , The Neptunes , Run Away (I Wanna Be With You) , Nivea
4617 , The Neptunes , Preservation , N.E.R.D
4617 , The Neptunes , Counseling , Clipse
4617 , The Neptunes , Rock N' Roll (Remix) , Fam
4617 , The Neptunes , Niggas Gonna Die , Shyne
4617 , The Neptunes , Put 'Em Up , N.O.R.E.
4617 , The Neptunes , Goin' Out , Faith Evans
4617 , The Neptunes , I Decided, Pt. 2 , Solange
4617 , The Neptunes , Bossman , Beenie Man
4617 , The Neptunes , All I Said , Guru
4617 , The Neptunes , Cross the Border (J.B.M. Remix) , Philly's Most Wanted
4617 , The Neptunes , Años Luz , Shakira
4617 , The Neptunes , Popular Thug , Kelis
4617 , The Neptunes , Good Stuff , Shakira
4617 , The Neptunes , Off Parole , Royce da 5'9''
4617 , The Neptunes , Partners for Life , Puff Daddy
4617 , The Neptunes , Supa Love , Guru
4617 , The Neptunes , I Want Your Love , Kelis
4617 , The Neptunes , Roller Rink , Kelis
4617 , The Neptunes , Twerk It (Megamix) , Busta Rhymes
4617 , The Neptunes , Loser , N.E.R.D
4617 , The Neptunes , Twilight Speedball , Yasiin Bey
4617 , The Neptunes , Slide Along Side , Shifty
4617 , The Neptunes , U Started It , Gwen Stefani
4617 , The Neptunes , Justified [Booklet] , Justin Timberlake
4617 , The Neptunes , Amazin' , LL Cool J
4617 , The Neptunes , Lil' Suzy , N.E.R.D
4617 , The Neptunes , My Drive Thru , Julian Casablancas, Santigold & Pharrell Williams
4617 , The Neptunes , Long Time , Shakira
4617 , The Neptunes , When I Get You Home (A.I.O.U.) , Twista
4617 , The Neptunes , Guns N' Roses , Clipse
4617 , The Neptunes , Shooting Stars , Kelis
4617 , The Neptunes , Breakin' Up , Gwen Stefani
4617 , The Neptunes , I'm Good Remix , Clipse
4617 , The Neptunes , Bubble , Sean Paul
4617 , The Neptunes , The Come Up , Ms. Jade
4617 , The Neptunes , There She Goes , Babyface
4617 , The Neptunes , This Is My Life , Slim Thug
4617 , The Neptunes , Sympathy for the Devil (The Neptunes remix) , The Rolling Stones
4617 , The Neptunes , Ring My Bell , Madonna
4617 , The Neptunes , When This Feeling , SWV
4617 , The Neptunes , Sets Up , Snoop Dogg
4617 , The Neptunes , Go , Mario
4617 , The Neptunes , I'm Serious (Remix) , T.I.
4617 , The Neptunes , Bodysnatchers , Clipse
4617 , The Neptunes , Gangsta Boogie , Foxy Brown
4617 , The Neptunes , Get Right , The Cool Kids
4617 , The Neptunes , You Can't Touch Me , Clipse
4617 , The Neptunes , Rolling Through The Hood , Kelis
4617 , The Neptunes , Got Caught Dealin Part II , Clipse
4617 , The Neptunes , Breakfast in Cairo , Clipse
4617 , The Neptunes , Hear Me Out , Clipse
4617 , The Neptunes , Cocaine Business (Hysteria) , N.O.R.E.
4617 , The Neptunes , Formal Invite , Ray J
4617 , The Neptunes , Go 'Head , Mystikal
4617 , The Neptunes , In Your Arms Tonight , TLC
4617 , The Neptunes , Stuntin' Y'all , Clipse
4617 , The Neptunes , The Man , N.E.R.D
4617 , The Neptunes , Burnin' Up , Faith Evans
4617 , The Neptunes , I'm Just Me , Ciara
4617 , The Neptunes , Mr. Baller , Royce da 5'9''
4617 , The Neptunes , Suspended , Kelis
4617 , The Neptunes , Bad Girls , Pitbull
4617 , The Neptunes , Game Show , Kelis
4617 , The Neptunes , U Should , LL Cool J
4617 , The Neptunes , Stick Girl , Clipse
4617 , The Neptunes , Obsession , Omarion
4617 , The Neptunes , Family , Mystikal
4617 , The Neptunes , Till the Morning , Mary J. Blige
4617 , The Neptunes , Call The Ambulance (Remix) , Busta Rhymes
4617 , The Neptunes , Scared Money , Kelis
4617 , The Neptunes , The Don of Dons (Put De Ding Pon Dem) , Super Cat
4617 , The Neptunes , Niggy Nuts , LL Cool J
4617 , The Neptunes , I'm a G , N.O.R.E.
4617 , The Neptunes , Jump , Mystikal
4617 , The Neptunes , You Slip, She Grip , Pitbull
4617 , The Neptunes , What It Is Right Now Pt. 2 , Busta Rhymes
4617 , The Neptunes , Money Gone To My Head , Curren$y
4617 , The Neptunes , It Wasn't Us (Clones Version) , Ludacris
4617 , The Neptunes , Full Mode , N.O.R.E.
4617 , The Neptunes , Kingdom Come [Album Art] , JAY
4617 , The Neptunes , When Boy Meets Girl , Total
4617 , The Neptunes , I'll Move On , Bow Wow
4617 , The Neptunes , Best U Can , Tha Alkaholiks
4617 , The Neptunes , Muevete , Juanes
4617 , The Neptunes , Say Goodbye to Love , Kenna
4617 , The Neptunes , Stress Ya , Jadakiss
4617 , The Neptunes , Feel Like Me , Clipse
4617 , The Neptunes , Thug Ones , Half A Mill
4617 , The Neptunes , BYOB , Yung Joc
4617 , The Neptunes , Best Dress , LL Cool J
4617 , The Neptunes , Where's Yours At? , Pharrell Williams
4617 , The Neptunes , I Feel Good , Z
4617 , The Neptunes , Skrung Owt , Fam
4617 , The Neptunes , Magnetic , Foxy Brown
4617 , The Neptunes , In My Mind , Stro
4617 , The Neptunes , I Proceed , Ciara
4617 , The Neptunes , Delinquent , Roscoe P. Coldchain
4617 , The Neptunes , Playa You Don't Know , Slim Thug
4617 , The Neptunes , Dedicate , Slim Thug
4617 , The Neptunes , Easy Come, Easy Go , Kelis
4617 , The Neptunes , Suckas Pt. 2 , Philly's Most Wanted
4617 , The Neptunes , Blacc Ops , Maxo Kream
4617 , The Neptunes , Taiwan to Texas , Clipse
4617 , The Neptunes , Power , Clipse
4617 , The Neptunes , The Movement , Bow Wow
4617 , The Neptunes , One Big Fiesta , Harlem World
4617 , The Neptunes , Watch Over Me , Clipse
4617 , The Neptunes , I Don't Know What , Krayzie Bone
4617 , The Neptunes , Feels Good , Royce da 5'9''
4617 , The Neptunes , Use Your Heart (Interlude) , SWV
4617 , The Neptunes , Clockin' G's , LL Cool J
4617 , The Neptunes , Square One Here I Come , The Hives
4617 , The Neptunes , She Wants to Move (The DFA Remix) , N.E.R.D
4617 , The Neptunes , Wild Cowboy , Clipse
4617 , The Neptunes , Hot in Herre (Basement Beats Remix) , Nelly
4617 , The Neptunes , Head Bussa , N.O.R.E.
4617 , The Neptunes , Love Don't Cost a Thing [The Neptunes Remix] , Jennifer Lopez
4617 , The Neptunes , Little Suzie/Star Wars/I Don't Care Anymore , Kelis
4617 , The Neptunes , The Don, The Dutch , Bow Wow
4617 , The Neptunes , High Rollers , Pharrell Williams
4617 , The Neptunes , Make This Run , Royce da 5'9''
4617 , The Neptunes , Ride That Thang , N.E.R.D
4617 , The Neptunes , Bad Girl , Beenie Man
4617 , The Neptunes , I Ain't Trippin , Proof
4617 , The Neptunes , Dem Thangz , Angie Martinez
4617 , The Neptunes , Hell Yeah , Yung Joc
4617 , The Neptunes , Blanco (The Spanish Version) , Pitbull
4617 , The Neptunes , Loose Wires , Kenna
4617 , The Neptunes , Belly Dancer , Kardinal Offishall
4617 , The Neptunes , Ambulance , Fam
4617 , The Neptunes , Let's Stay Together , CeeLo Green
4617 , The Neptunes , Get Down , Rick Ross
4617 , The Neptunes , Let It Go (Lil Mama) , Nelly
4617 , The Neptunes , Bridges , CeeLo Green
4617 , The Neptunes , Trouble On My Mind (Remix) , Ashtin Larold
4617 , The Neptunes , Radikal , Philly's Most Wanted
4617 , The Neptunes , Perfect Day , Kelis
4617 , The Neptunes , Ashy To Classy , Slim Thug
4617 , The Neptunes , Get'cha Paper , Royce da 5'9''
4617 , The Neptunes , Lo Hecho Está Hecho (Remix) , Shakira
4617 , The Neptunes , Prayer , Clipse
4617 , The Neptunes , ON S'EN VA JUICER , Les Anticipateurs
4617 , The Neptunes , Not the Kids , Harlem World
4617 , The Neptunes , Hostage , Clipse
4617 , The Neptunes , She's No You Remix , Jesse McCartney
4617 , The Neptunes , Game Time , Clipse
4617 , The Neptunes , They Don't Want None , The Game
4617 , The Neptunes , Ladies Choice , Philly's Most Wanted
4617 , The Neptunes , Wouldn't You Agree , Kelis
4617 , The Neptunes , Philly Celebrities , Philly's Most Wanted
4617 , The Neptunes , Love Don't Love Me (Neptunes Remix) , Eric Benét
4617 , The Neptunes , Dream Car (Do You Wanna Ride?) , Philly's Most Wanted
4617 , The Neptunes , Consider This , N.O.R.E.
4617 , The Neptunes , Fuego , N.E.R.D
4617 , The Neptunes , I Wish It Would Rain Down , Brian McKnight
4617 , The Neptunes , What's That Sound , Lord Tariq & Peter Gunz
4617 , The Neptunes , Digital World , Kelis
4617 , The Neptunes , Intro , The Neptunes
4617 , The Neptunes , Street Tax , Philly's Most Wanted
4617 , The Neptunes , Cowboy (The Neptunes Remix) , Kid Rock
4617 , The Neptunes , The Call (Neptunes Remix) , Backstreet Boys
4617 , The Neptunes , Mr. U.F.O. Man , Kelis
4617 , The Neptunes , D , Game
4617 , The Neptunes , Out Tha Ghetto , Ray J
4617 , The Neptunes , Jamaica Way , Beenie Man
4617 , The Neptunes , Static , Kenna
4617 , The Neptunes , Sun Red Sky Blue , Kenna
4617 , The Neptunes , Fresh N Drivin , Fam
4617 , The Neptunes , Suckas , Philly's Most Wanted
4617 , The Neptunes , Intro (Wanderland) , Kelis
