song_id, song_title, album_id, performer_id, release_date, release_year, release_month, release_day, apple_music_player_url
2891549,Magic Number,286735,32449,2016-10-21,2016,10,21,https://genius.com/songs/2891549/apple_music_player
484292,Reggie,27120,35599,2012-12-18,2012,12,18,https://genius.com/songs/484292/apple_music_player
739793,Chicken Talk,117358,68659,,,,,https://genius.com/songs/739793/apple_music_player
3611754,NO MAN'S LAND,,14378,2018-03-20,2018,3,20,https://genius.com/songs/3611754/apple_music_player
2836477,25 Lighters,158496,22821,2016-07-01,2016,7,1,https://genius.com/songs/2836477/apple_music_player
146779,Colors,,20461,,,,,https://genius.com/songs/146779/apple_music_player
2891571,Up Too Late,286735,32449,2016-10-21,2016,10,21,https://genius.com/songs/2891571/apple_music_player
3658586,Cool,,25726,2018-03-20,2018,3,20,https://genius.com/songs/3658586/apple_music_player
151552,Fulfillment,21011,5797,2012-08-30,2012,8,30,https://genius.com/songs/151552/apple_music_player
370147,House Cleaning Music,42385,32998,2014-02-19,2014,2,19,https://genius.com/songs/370147/apple_music_player
2336487,Just Blaze,133651,32998,,,,,https://genius.com/songs/2336487/apple_music_player
242436,Sam & Dean (Music Video),49162,40030,2013-10-22,2013,10,22,https://genius.com/songs/242436/apple_music_player
2891511,Afternoon Swim,286735,32449,2016-10-21,2016,10,21,https://genius.com/songs/2891511/apple_music_player
370165,Can't Get Out,84801,69378,2012-12-24,2012,12,24,https://genius.com/songs/370165/apple_music_player
3795344,Growing Up,432320,32998,2018-06-22,2018,6,22,https://genius.com/songs/3795344/apple_music_player
3030877,Yesterday,336418,1105640,2017-02-17,2017,2,17,https://genius.com/songs/3030877/apple_music_player
2818517,Still Me,156984,430414,2016-02-09,2016,2,9,https://genius.com/songs/2818517/apple_music_player
602548,All It Takes,115967,1973,,,,,https://genius.com/songs/602548/apple_music_player
631485,Jazzercise,115967,32998,,,,,https://genius.com/songs/631485/apple_music_player
339944,PLVYVHVT3,72317,13243,2013-12-21,2013,12,21,https://genius.com/songs/339944/apple_music_player
2804061,Alive,158496,22821,,,,,https://genius.com/songs/2804061/apple_music_player
133081,BKLYN,,1262,,,,,https://genius.com/songs/133081/apple_music_player
2644521,Chrome Heater,156984,430414,2016-02-01,2016,2,1,https://genius.com/songs/2644521/apple_music_player
2891564,Adult Swim,286735,32449,2016-10-21,2016,10,21,https://genius.com/songs/2891564/apple_music_player
2891495,Opening Credits,286735,32449,2016-10-21,2016,10,21,https://genius.com/songs/2891495/apple_music_player
2891529,Reign Man,286735,32449,2016-10-21,2016,10,21,https://genius.com/songs/2891529/apple_music_player
3228862,CEMENT SHOES,367771,650439,2017-08-16,2017,8,16,https://genius.com/songs/3228862/apple_music_player
2100816,Atlantis,115967,32449,,,,,https://genius.com/songs/2100816/apple_music_player
2294924,YDN,156984,430414,2014-06-10,2014,6,10,https://genius.com/songs/2294924/apple_music_player
387156,Break Ya Neck,333984,1262,,,,,https://genius.com/songs/387156/apple_music_player
114190,Go Flow,27758,36960,,,,,https://genius.com/songs/114190/apple_music_player
2891554,Late Night Financial,286735,32449,2016-10-21,2016,10,21,https://genius.com/songs/2891554/apple_music_player
2624135,Jesus Piece / Free Aye No,156984,430414,2016-02-09,2016,2,9,https://genius.com/songs/2624135/apple_music_player
207951,Nostalgia,,49548,,,,,https://genius.com/songs/207951/apple_music_player
2891524,Memorex Memories,286735,32449,2016-10-21,2016,10,21,https://genius.com/songs/2891524/apple_music_player
209436,Far away from here,,26996,,,,,https://genius.com/songs/209436/apple_music_player
2891520,Time Machine,286735,32449,2016-10-21,2016,10,21,https://genius.com/songs/2891520/apple_music_player
2835465,EVERYBODY EATS FREESTYLE,,430414,2016-08-08,2016,8,8,https://genius.com/songs/2835465/apple_music_player
2891558,Infomercial,286735,32449,2016-10-21,2016,10,21,https://genius.com/songs/2891558/apple_music_player
2297778,NIGHT I CANT REMEMBER,,430414,2015-08-28,2015,8,28,https://genius.com/songs/2297778/apple_music_player
3216407,Bad Tendencies,365894,1206385,2016-09-26,2016,9,26,https://genius.com/songs/3216407/apple_music_player
203579,Time,42176,1372,,,,,https://genius.com/songs/203579/apple_music_player
2325374,MOBB DEEP / JESUS PIECE,,430414,2015-10-08,2015,10,8,https://genius.com/songs/2325374/apple_music_player
104741,Infatuation,25848,32652,2011-11-11,2011,11,11,https://genius.com/songs/104741/apple_music_player
3152168,Cable,354496,1172965,2017-06-28,2017,6,28,https://genius.com/songs/3152168/apple_music_player
130709,Penichillin',,40548,,,,,https://genius.com/songs/130709/apple_music_player
216336,Break In Case of Emergency,44912,182318,,,,,https://genius.com/songs/216336/apple_music_player
2372524,DAWG!,137857,609416,2015-01-03,2015,1,3,https://genius.com/songs/2372524/apple_music_player
2989187,DRUGS 2 THE PARTY,330563,430414,2017-02-14,2017,2,14,https://genius.com/songs/2989187/apple_music_player
3030851,Not Today,336418,1105640,2017-02-17,2017,2,17,https://genius.com/songs/3030851/apple_music_player
2818159,Balcony Freestyle,158496,22821,2016-07-01,2016,7,1,https://genius.com/songs/2818159/apple_music_player
368233,Talking To Myself,,146444,2014-01-07,2014,1,7,https://genius.com/songs/368233/apple_music_player
2842873,Mannequin Suicide,164773,227862,2016-08-14,2016,8,14,https://genius.com/songs/2842873/apple_music_player
3089693,Basement,,22821,2017-05-16,2017,5,16,https://genius.com/songs/3089693/apple_music_player
217173,Unknown 18,,70748,,,,,https://genius.com/songs/217173/apple_music_player
3030856,They Don't Know Love,336418,1105640,2017-02-17,2017,2,17,https://genius.com/songs/3030856/apple_music_player
87736,Why You Home (Intro),22972,22310,,,,,https://genius.com/songs/87736/apple_music_player
212800,Motivation/Dedication [Intro],43961,38396,,,,,https://genius.com/songs/212800/apple_music_player
117002,SunSet Ave,28193,1479231,,,,,https://genius.com/songs/117002/apple_music_player
2818567,Dirty Game EP [Cover Art + Tracklist],156984,430414,2016-02-09,2016,2,9,https://genius.com/songs/2818567/apple_music_player
343200,Dillinger,77498,59288,2014-01-19,2014,1,19,https://genius.com/songs/343200/apple_music_player
2838825,No where to Go,158496,22821,2016-07-01,2016,7,1,https://genius.com/songs/2838825/apple_music_player
245062,In The City,,48532,2013-10-10,2013,10,10,https://genius.com/songs/245062/apple_music_player
2818561,School of Hardknocks,156984,430414,2016-02-09,2016,2,9,https://genius.com/songs/2818561/apple_music_player
489834,Watermelon,16385,15635,,,,,https://genius.com/songs/489834/apple_music_player
3345018,Cement Shoes,384557,305756,2017-08-16,2017,8,16,https://genius.com/songs/3345018/apple_music_player
365524,More Than You Know,,26364,2012-01-01,2012,1,1,https://genius.com/songs/365524/apple_music_player
211376,Nobody want it with me (break yah kneck),,68320,,,,,https://genius.com/songs/211376/apple_music_player
722594,No Cocos, No Tallos,,335401,,,,,https://genius.com/songs/722594/apple_music_player
103214,Rapxploitation,107721,22279,,,,,https://genius.com/songs/103214/apple_music_player
710309,Toms,,12581,,,,,https://genius.com/songs/710309/apple_music_player
3215890,Sunday's After Service,365894,1206385,2017-08-25,2017,8,25,https://genius.com/songs/3215890/apple_music_player
572086,Gelatin/Say,106652,17996,,,,,https://genius.com/songs/572086/apple_music_player
348496,Foster child intro,77047,118536,2013-10-03,2013,10,3,https://genius.com/songs/348496/apple_music_player
2901316,Moses,,270155,2016-11-06,2016,11,6,https://genius.com/songs/2901316/apple_music_player
388302,Skywalker (Jet-Hiii),,157484,2014-03-07,2014,3,7,https://genius.com/songs/388302/apple_music_player
3215872,To Be Honest,365894,117819,2017-08-25,2017,8,25,https://genius.com/songs/3215872/apple_music_player
140733,G.Host,31905,46321,,,,,https://genius.com/songs/140733/apple_music_player
2451417,As The World Turns,,227862,2015-12-21,2015,12,21,https://genius.com/songs/2451417/apple_music_player
2848341,Fade II Black,,662133,2015-01-01,2015,1,1,https://genius.com/songs/2848341/apple_music_player
2830621,SonGod,,985727,,,,,https://genius.com/songs/2830621/apple_music_player
3307248,Women And Liquor,,22821,,,,,https://genius.com/songs/3307248/apple_music_player
439715,HayZeus/Marilia,104095,32449,2014-05-27,2014,5,27,https://genius.com/songs/439715/apple_music_player
153389,Real Life,34145,51059,,,,,https://genius.com/songs/153389/apple_music_player
238377,Can't See Me,48159,48532,2013-10-10,2013,10,10,https://genius.com/songs/238377/apple_music_player
702776,Heaven,,327941,,,,,https://genius.com/songs/702776/apple_music_player
245068,War With Myself,,48532,2013-10-10,2013,10,10,https://genius.com/songs/245068/apple_music_player
572162,Grape Garden,106652,17996,,,,,https://genius.com/songs/572162/apple_music_player
3912623,Wouldn't It Be Nice,455258,548166,2018-07-11,2018,7,11,https://genius.com/songs/3912623/apple_music_player
238296,Small Steps,48159,48532,2013-10-10,2013,10,10,https://genius.com/songs/238296/apple_music_player
245065,Auto,,48532,2013-10-10,2013,10,10,https://genius.com/songs/245065/apple_music_player
2462816,Thelonious,,662133,2015-01-01,2015,1,1,https://genius.com/songs/2462816/apple_music_player
572132,Rum & Coke Interlude,106652,17996,,,,,https://genius.com/songs/572132/apple_music_player
238385,For The Love,48159,48532,2013-10-10,2013,10,10,https://genius.com/songs/238385/apple_music_player
238413,Pic N' Roll,48159,48532,2013-10-10,2013,10,10,https://genius.com/songs/238413/apple_music_player
238390,Oh Baby,48159,48532,2013-10-10,2013,10,10,https://genius.com/songs/238390/apple_music_player
299177,Drunk in Love,65407,498,2013-12-17,2013,12,17,https://genius.com/songs/299177/apple_music_player
177832,Holy Grail,36559,2,2013-07-04,2013,7,4,https://genius.com/songs/177832/apple_music_player
299325,Partition,65407,498,2013-12-13,2013,12,13,https://genius.com/songs/299325/apple_music_player
180511,Part II (On The Run),36559,2,2013-07-04,2013,7,4,https://genius.com/songs/180511/apple_music_player
703734,Legend,119674,130,2015-02-13,2015,2,13,https://genius.com/songs/703734/apple_music_player
3120650,Catch Me Outside,399122,396531,2017-06-13,2017,6,13,https://genius.com/songs/3120650/apple_music_player
181906,Tom Ford,36559,2,2013-07-04,2013,7,4,https://genius.com/songs/181906/apple_music_player
115743,Mirrors,406045,334,2013-02-11,2013,2,11,https://genius.com/songs/115743/apple_music_player
182976,FuckWithMeYouKnowIGotIt,36559,2,2013-07-04,2013,7,4,https://genius.com/songs/182976/apple_music_player
3977187,Without Me,499168,228636,2018-10-04,2018,10,4,https://genius.com/songs/3977187/apple_music_player
89640,Remember You,16503,310,2012-09-24,2012,9,24,https://genius.com/songs/89640/apple_music_player
709256,Sorry Not Sorry,129455,264368,2015-10-02,2015,10,2,https://genius.com/songs/709256/apple_music_player
179701,Oceans,36559,2,2013-07-04,2013,7,4,https://genius.com/songs/179701/apple_music_player
109287,Suit & Tie,406045,334,2013-01-15,2013,1,15,https://genius.com/songs/109287/apple_music_player
525,Stronger,4345,72,2007-07-31,2007,7,31,https://genius.com/songs/525/apple_music_player
182393,Picasso Baby,36559,2,2013-07-04,2013,7,4,https://genius.com/songs/182393/apple_music_player
4176,Work It,6639,1529,2002-09-01,2002,9,1,https://genius.com/songs/4176/apple_music_player
299368,Blow,65407,498,2013-12-13,2013,12,13,https://genius.com/songs/299368/apple_music_player
299253,Rocket,65407,498,2013-12-13,2013,12,13,https://genius.com/songs/299253/apple_music_player
3221142,Pray,366486,43383,2017-10-06,2017,10,6,https://genius.com/songs/3221142/apple_music_player
363498,Drunk In Love (Remix),,2358,2014-02-15,2014,2,15,https://genius.com/songs/363498/apple_music_player
139186,Open Letter,36559,2,2013-04-11,2013,4,11,https://genius.com/songs/139186/apple_music_player
703728,Madonna,119674,130,2015-02-13,2015,2,13,https://genius.com/songs/703728/apple_music_player
362852,Drunk in Love (Remix),493271,498,2014-11-24,2014,11,24,https://genius.com/songs/362852/apple_music_player
179061,Heaven,36559,2,2013-07-04,2013,7,4,https://genius.com/songs/179061/apple_music_player
3415571,Say Something,390594,334,2018-01-25,2018,1,25,https://genius.com/songs/3415571/apple_music_player
349,Big Pimpin',4102,2,1999-12-28,1999,12,28,https://genius.com/songs/349/apple_music_player
1043,Good Life,4345,72,2007-10-02,2007,10,2,https://genius.com/songs/1043/apple_music_player
912341,Been That Way,129455,264368,2015-10-02,2015,10,2,https://genius.com/songs/912341/apple_music_player
181082,BBC,36559,2,2013-07-04,2013,7,4,https://genius.com/songs/181082/apple_music_player
669100,What Is Love (Album version),117791,307381,2015-01-14,2015,1,14,https://genius.com/songs/669100/apple_music_player
181655,La Familia,36559,2,2013-07-04,2013,7,4,https://genius.com/songs/181655/apple_music_player
2413891,Yeah, I Said It,132689,89,2016-01-28,2016,1,28,https://genius.com/songs/2413891/apple_music_player
182416,F.U.T.W,36559,2,2013-07-04,2013,7,4,https://genius.com/songs/182416/apple_music_player
114429,Pusher Love Girl,406045,334,2013-03-15,2013,3,15,https://genius.com/songs/114429/apple_music_player
3410241,Filthy,390594,334,2018-01-05,2018,1,5,https://genius.com/songs/3410241/apple_music_player
180837,Jay Z Blue,36559,2,2013-07-13,2013,7,13,https://genius.com/songs/180837/apple_music_player
281620,TKO (Black Friday Remix),406045,334,2013-12-16,2013,12,16,https://genius.com/songs/281620/apple_music_player
3631865,Is There More,420582,130,2018-06-29,2018,6,29,https://genius.com/songs/3631865/apple_music_player
221150,TKO,406045,334,2013-09-20,2013,9,20,https://genius.com/songs/221150/apple_music_player
518,Thank Me Now,2630,130,2010-06-15,2010,6,15,https://genius.com/songs/518/apple_music_player
24427,Numb / Encore,304074,385596,2004-12-13,2004,12,13,https://genius.com/songs/24427/apple_music_player
115737,Tunnel Vision,406045,334,2013-03-15,2013,3,15,https://genius.com/songs/115737/apple_music_player
