song_id|song_title|album_id|performer_id|release_date|release_year|release_month|release_day|apple_music_player_url
3458201 | Stygmatyc |  | 619291 | 2018-01-22 | 2018 | 1 | 22 | https://genius.com/songs/3458201/apple_music_player
2374792 | Project Steps (Remix) |  | 167339 | 2015-11-20 | 2015 | 11 | 20 | https://genius.com/songs/2374792/apple_music_player
2378638 | Project Steps (Remix) (Pt. 2) |  | 167339 | 2015-11-27 | 2015 | 11 | 27 | https://genius.com/songs/2378638/apple_music_player
4203109 | Knowing Me, Knowing You | 15120 | 736 |  |  |  |  | https://genius.com/songs/4203109/apple_music_player
3203682 | Mo Bamba | 420353 | 1024052 | 2017-06-16 | 2017 | 6 | 16 | https://genius.com/songs/3203682/apple_music_player
3258660 | No Romance |  | 1085634 | 2017-09-29 | 2017 | 9 | 29 | https://genius.com/songs/3258660/apple_music_player
3555332 | Very Scary |  | 1085634 | 2018-03-02 | 2018 | 3 | 2 | https://genius.com/songs/3555332/apple_music_player
2862108 | Pressure | 221656 | 334508 | 2016-09-19 | 2016 | 9 | 19 | https://genius.com/songs/2862108/apple_music_player
3199081 | Malibu |  | 626678 | 2017-08-16 | 2017 | 8 | 16 | https://genius.com/songs/3199081/apple_music_player
2858536 | Catch A Vibe | 309861 | 22741 | 2016-09-14 | 2016 | 9 | 14 | https://genius.com/songs/2858536/apple_music_player
3693656 | Tonka | 160562 | 626678 | 2018-05-04 | 2018 | 5 | 4 | https://genius.com/songs/3693656/apple_music_player
3132540 | Up Next | 377891 | 215175 | 2017-06-24 | 2017 | 6 | 24 | https://genius.com/songs/3132540/apple_music_player
3162396 | ANYTHING BUT MY EX | 374134 | 520371 | 2017-07-12 | 2017 | 7 | 12 | https://genius.com/songs/3162396/apple_music_player
3340100 | I Don’t See A Thing |  | 1384987 | 2017-11-28 | 2017 | 11 | 28 | https://genius.com/songs/3340100/apple_music_player
3528715 | Young Scooter |  | 215175 | 2018-02-16 | 2018 | 2 | 16 | https://genius.com/songs/3528715/apple_music_player
3281890 | Static |  | 28583 | 2017-10-19 | 2017 | 10 | 19 | https://genius.com/songs/3281890/apple_music_player
4121057 | ​i chose to be this way | 495212 | 83959 | 2018-11-27 | 2018 | 11 | 27 | https://genius.com/songs/4121057/apple_music_player
3398735 | @NIGHT | 367705 | 28583 | 2018-09-26 | 2018 | 9 | 26 | https://genius.com/songs/3398735/apple_music_player
3162942 | Gas Mask |  | 1017857 | 2017-07-12 | 2017 | 7 | 12 | https://genius.com/songs/3162942/apple_music_player
3388786 | Wallet Won't Fold |  | 83959 | 2017-12-22 | 2017 | 12 | 22 | https://genius.com/songs/3388786/apple_music_player
2814714 | Christmas Lights (Remix) |  | 22741 | 2016-02-09 | 2016 | 2 | 9 | https://genius.com/songs/2814714/apple_music_player
3194835 | You Called Me |  | 28583 | 2017-08-12 | 2017 | 8 | 12 | https://genius.com/songs/3194835/apple_music_player
3195988 | Arms |  | 626678 | 2017-08-13 | 2017 | 8 | 13 | https://genius.com/songs/3195988/apple_music_player
3690929 | Lately |  | 628883 | 2018-05-01 | 2018 | 5 | 1 | https://genius.com/songs/3690929/apple_music_player
3272959 | Friday The 13th |  | 626678 | 2017-10-13 | 2017 | 10 | 13 | https://genius.com/songs/3272959/apple_music_player
2929620 | Rita Ora | 313362 | 976798 | 2015-12-27 | 2015 | 12 | 27 | https://genius.com/songs/2929620/apple_music_player
4204815 | Red On Red* | 456690 | 289976 |  | 2019 |  |  | https://genius.com/songs/4204815/apple_music_player
2389803 | Christmas Lights |  | 22741 | 2016-02-09 | 2016 | 2 | 9 | https://genius.com/songs/2389803/apple_music_player
3192946 | Do What I Want |  | 646901 | 2017-07-19 | 2017 | 7 | 19 | https://genius.com/songs/3192946/apple_music_player
3233173 | Margiela Man |  | 1169937 | 2017-09-06 | 2017 | 9 | 6 | https://genius.com/songs/3233173/apple_music_player
2482187 | All The Time |  | 675549 | 2016-05-29 | 2016 | 5 | 29 | https://genius.com/songs/2482187/apple_music_player
494124 | Inertia |  | 131045 | 2014-08-11 | 2014 | 8 | 11 | https://genius.com/songs/494124/apple_music_player
3564965 | Goin’ Brazy |  | 655347 | 2018-03-05 | 2018 | 3 | 5 | https://genius.com/songs/3564965/apple_music_player
2439130 | Vogue | 151925 | 22741 | 2016-03-13 | 2016 | 3 | 13 | https://genius.com/songs/2439130/apple_music_player
3017834 | BIG BANK |  | 520371 | 2017-03-08 | 2017 | 3 | 8 | https://genius.com/songs/3017834/apple_music_player
2447153 | She Bad |  | 683272 | 2015-09-27 | 2015 | 9 | 27 | https://genius.com/songs/2447153/apple_music_player
3529295 | Carnival Corpse |  | 1165719 |  | 2018 | 1 |  | https://genius.com/songs/3529295/apple_music_player
3653784 | Projects |  | 1024052 | 2017-01-01 | 2017 | 1 | 1 | https://genius.com/songs/3653784/apple_music_player
3277059 | Run Up |  | 655347 | 2018-04-17 | 2018 | 4 | 17 | https://genius.com/songs/3277059/apple_music_player
3682654 | Money Talk |  | 1169937 | 2017-11-01 | 2017 | 11 | 1 | https://genius.com/songs/3682654/apple_music_player
2426430 | ME |  | 637876 | 2016-02-17 | 2016 | 2 | 17 | https://genius.com/songs/2426430/apple_music_player
3006247 | Right Now |  | 628933 | 2016-10-01 | 2016 | 10 | 1 | https://genius.com/songs/3006247/apple_music_player
