artist_id, artist_name, song_id, song_title, performer_id, performer_name, artist_img_url, album_art_url
4617 | The Neptunes | 693 | I Know | 2 | JAY-Z | https://images.genius.com/bf0f68ee56f29c8542ad805c6419682b.676x676x1.jpg | https://images.genius.com/6673dfcb0d2b3fd2a71f96f6b8be6128.300x300x1.jpg
4617 | The Neptunes | 43033 | Beautiful | 46 | Snoop Dogg | https://images.genius.com/8c99dd335733f9c3cf16f57c9f589cfb.361x361x1.jpg | https://images.rapgenius.com/df839033fa5c0c91c6583ebe4a4eba0d.300x300x1.jpg
4617 | The Neptunes | 1779939 | California Roll | 46 | Snoop Dogg | https://images.genius.com/8c99dd335733f9c3cf16f57c9f589cfb.361x361x1.jpg | https://images.genius.com/ae91d8257f8004932b281e333a011e02.300x300x1.jpg
4617 | The Neptunes | 973 | Mr. Me Too | 5 | Clipse | https://images.genius.com/6d9b19d023bc1a4aaf747cabf6d78531.467x467x1.jpg | https://images.genius.com/8038e26a40fa05badbbb5cfd05847daf.300x300x1.jpg
4617 | The Neptunes | 762 | Blue Magic | 2 | JAY-Z | https://images.genius.com/bf0f68ee56f29c8542ad805c6419682b.676x676x1.jpg | https://images.rapgenius.com/57766f200c2733a655a3de328acd00a3.300x300x1.jpg
4617 | The Neptunes | 3194 | Shake Ya Ass | 190 | Mystikal | https://images.genius.com/91266cfc0490eea4bc42a297aabb0b63.271x271x1.jpg | https://images.genius.com/df1d2199e0fec5c988c1e22e6b546080.300x294x1.jpg
4617 | The Neptunes | 4236 | So Ambitious | 2 | JAY-Z | https://images.genius.com/bf0f68ee56f29c8542ad805c6419682b.676x676x1.jpg | https://images.genius.com/ff10a6a0a94d002a374623bb49818293.300x300x1.jpg
4617 | The Neptunes | 17 | What Happened to That Boy? | 86 | Birdman | https://images.genius.com/343c2c53c7b1f818cf50919e00643c0a.428x428x1.jpg | https://images.genius.com/6397384eb55923709bcbeda0808783ee.300x300x1.jpg
4617 | The Neptunes | 1507 | Everyone Nose (All the Girls Standing in the Line for the Bathroom) [Remix] | 747 | N.E.R.D | https://images.genius.com/41cfb8e30f408f3df1f1cd4e134143aa.400x400x1.jpg | https://images.genius.com/bd6068322572cbd99a835b0822fa6f36.300x265x1.jpg
4617 | The Neptunes | 124643 | Señorita | 334 | Justin Timberlake | https://images.genius.com/64fa37d5da3cc33fb232d6e00d93e148.398x398x1.jpg | https://images.genius.com/23302abfb188efa6c2ff4005ee9333a5.300x300x1.png
4617 | The Neptunes | 72523 | Kitty Kat | 498 | Beyoncé | https://images.genius.com/831f3296553e9e82930daeb16ae68d3c.750x750x1.jpg | https://images.genius.com/d387cb06366b81a9a44bd80857e959a8.300x300x1.jpg
4617 | The Neptunes | 32546 | Like I Love You | 334 | Justin Timberlake | https://images.genius.com/64fa37d5da3cc33fb232d6e00d93e148.398x398x1.jpg | https://images.genius.com/af2d306571b0317cf98ec59b4d298ede.300x300x1.jpg
4617 | The Neptunes | 258 | Southern Hospitality | 111 | Ludacris | https://images.genius.com/d211edacb8de02968540124c6801063d.1000x1000x1.jpg | https://images.genius.com/9ea8d719979b4d9e52d89271c9e0b7da.300x300x1.jpg
4617 | The Neptunes | 124611 | Rock Your Body | 334 | Justin Timberlake | https://images.genius.com/64fa37d5da3cc33fb232d6e00d93e148.398x398x1.jpg | https://images.genius.com/2ac269f91504ab817f2853dd3a45699a.300x300x1.png
