song_id,song_title,song_release_date,song_release_year,song_release_month,song_release_day,apple_music_player_url
658724,Flex (Ooh, Ooh, Ooh),2015-02-09,2015,2,9,https://genius.com/songs/658724/apple_music_player
2450712,Wat U Mean (Aye, Aye, Aye),2016-04-26,2016,4,26,https://genius.com/songs/2450712/apple_music_player
22771,Lookin' Boy,2008-05-13,2008,5,13,https://genius.com/songs/22771/apple_music_player
127811,Yung Rapunxel,2013-03-26,2013,3,26,https://genius.com/songs/127811/apple_music_player
101460,It's Goin' Down,2006-04-01,2006,4,1,https://genius.com/songs/101460/apple_music_player
75372,Do It,2012-01-01,2012,1,1,https://genius.com/songs/75372/apple_music_player
363397,Lookin Ass Nigga,2007-01-01,2007,1,1,https://genius.com/songs/363397/apple_music_player
2289308,Pari,2015-07-01,2015,7,1,https://genius.com/songs/2289308/apple_music_player
11522,Dem Boyz,,,,,https://genius.com/songs/11522/apple_music_player
21912,Go Head,2006-10-11,2006,10,11,https://genius.com/songs/21912/apple_music_player
2280577,I Get So Get So High,2015-01-01,2015,1,1,https://genius.com/songs/2280577/apple_music_player
467482,Candy Lady Remix,2009-01-01,2009,1,1,https://genius.com/songs/467482/apple_music_player
48397,Talk to 'Em,2005-07-26,2005,7,26,https://genius.com/songs/48397/apple_music_player
21963,That's All,2005-05-24,2005,5,24,https://genius.com/songs/21963/apple_music_player
467474,Candy Lady,2009-10-10,2009,10,10,https://genius.com/songs/467474/apple_music_player
21955,Money Don't Matter,2005-05-24,2005,5,24,https://genius.com/songs/21955/apple_music_player
21901,I'm Cool,2007-12-09,2007,12,9,https://genius.com/songs/21901/apple_music_player
18699,Stop Playin' Games,,,,,https://genius.com/songs/18699/apple_music_player
18700,Witcha Lookin Ass,,,,,https://genius.com/songs/18700/apple_music_player
48563,Man In The Trunk,2006-08-29,2006,8,29,https://genius.com/songs/48563/apple_music_player
1682266,Got 'Em Hatin',2007-08-07,2007,8,7,https://genius.com/songs/1682266/apple_music_player
27822,Don't Know About That,,,,,https://genius.com/songs/27822/apple_music_player
1796548,Dem Boyz (Remix),,,,,https://genius.com/songs/1796548/apple_music_player
11521,Bitches & Bizness,,,,,https://genius.com/songs/11521/apple_music_player
62118,It's Goin' Down,2006-06-08,2006,6,8,https://genius.com/songs/62118/apple_music_player
18701,Thorn,,,,,https://genius.com/songs/18701/apple_music_player
2172536,Sucka,,,,,https://genius.com/songs/2172536/apple_music_player
18695,Holla Back,,,,,https://genius.com/songs/18695/apple_music_player
18692,Do You Really?,,,,,https://genius.com/songs/18692/apple_music_player
1344771,Ball With Me,2008-07-15,2008,7,15,https://genius.com/songs/1344771/apple_music_player
136668,It's Goin' Down,,,,,https://genius.com/songs/136668/apple_music_player
960468,Still Slizzard,,,,,https://genius.com/songs/960468/apple_music_player
2325534,Get Big,2012-03-17,2012,3,17,https://genius.com/songs/2325534/apple_music_player
79743,Drought,2012-03-03,2012,3,3,https://genius.com/songs/79743/apple_music_player
1763226,U Can Get It,,,,,https://genius.com/songs/1763226/apple_music_player
3321160,"MIND BLOWING" (CHARLIE HEAT VERSION),2016-07-25,2016,7,25,https://genius.com/songs/3321160/apple_music_player
177832,Holy Grail,2013-07-04,2013,7,4,https://genius.com/songs/177832/apple_music_player
203961,Control,2013-08-12,2013,8,12,https://genius.com/songs/203961/apple_music_player
158615,Bound 2,2013-06-18,2013,6,18,https://genius.com/songs/158615/apple_music_player
152933,Black Skinhead,2013-06-18,2013,6,18,https://genius.com/songs/152933/apple_music_player
3751648,The Story of Adidon,2018-05-29,2018,5,29,https://genius.com/songs/3751648/apple_music_player
3138625,The Story of O.J.,2017-06-30,2017,6,30,https://genius.com/songs/3138625/apple_music_player
3138638,4:44,2017-06-30,2017,6,30,https://genius.com/songs/3138638/apple_music_player
3807730,Nonstop,2018-06-29,2018,6,29,https://genius.com/songs/3807730/apple_music_player
3807731,Emotionless,2018-06-29,2018,6,29,https://genius.com/songs/3807731/apple_music_player
1791,Gorgeous,2010-11-22,2010,11,22,https://genius.com/songs/1791/apple_music_player
