song_id|song_title|song_release_date|song_release_year|song_release_month|song_release_day|apple_music_player_url
2845980|Bad and Boujee|2016-08-27|2016|8|27|https://genius.com/songs/2845980/apple_music_player
2989266|Mask Off|2017-02-17|2017|2|17|https://genius.com/songs/2989266/apple_music_player
2412669|Father Stretch My Hands, Pt. 1|2016-02-14|2016|2|14|https://genius.com/songs/2412669/apple_music_player
2865735|Congratulations|2016-11-04|2016|11|4|https://genius.com/songs/2865735/apple_music_player
2311373|Jumpman|2015-09-20|2015|9|20|https://genius.com/songs/2311373/apple_music_player
2463387|Child's Play|2016-04-29|2016|4|29|https://genius.com/songs/2463387/apple_music_player
3138854|Bank Account|2017-07-07|2017|7|7|https://genius.com/songs/3138854/apple_music_player
2820703|X|2016-07-15|2016|7|15|https://genius.com/songs/2820703/apple_music_player
2939983|Tunnel Vision|2017-02-16|2017|2|16|https://genius.com/songs/2939983/apple_music_player
2820812|No Heart|2016-07-15|2016|7|15|https://genius.com/songs/2820812/apple_music_player
2396302|Low Life|2015-12-25|2015|12|25|https://genius.com/songs/2396302/apple_music_player
2893922|Bounce Back|2016-10-31|2016|10|31|https://genius.com/songs/2893922/apple_music_player
2421661|FML|2016-02-14|2016|2|14|https://genius.com/songs/2421661/apple_music_player
2412668|Waves|2016-02-14|2016|2|14|https://genius.com/songs/2412668/apple_music_player
3296796|Ric Flair Drip|2017-10-31|2017|10|31|https://genius.com/songs/3296796/apple_music_player
3200747|I Get the Bag|2017-08-18|2017|8|18|https://genius.com/songs/3200747/apple_music_player
2399676|Facts (Charlie Heat Version)|2016-02-12|2016|2|12|https://genius.com/songs/2399676/apple_music_player
2213109|Where Ya At|2015-07-17|2015|7|17|https://genius.com/songs/2213109/apple_music_player
494172|Tuesday|2014-08-12|2014|8|12|https://genius.com/songs/494172/apple_music_player
2311366|Diamonds Dancing|2015-09-20|2015|9|20|https://genius.com/songs/2311366/apple_music_player
482932|Club Going Up on a Tuesday|2014-06-30|2014|6|30|https://genius.com/songs/482932/apple_music_player
2456795|You Was Right|2016-04-15|2016|4|15|https://genius.com/songs/2456795/apple_music_player
2933001|Both|2016-12-15|2016|12|15|https://genius.com/songs/2933001/apple_music_player
2311363|Big Rings|2015-09-20|2015|9|20|https://genius.com/songs/2311363/apple_music_player
398159|I Won|2014-04-08|2014|4|8|https://genius.com/songs/398159/apple_music_player
2311255|Scholarships|2015-09-20|2015|9|20|https://genius.com/songs/2311255/apple_music_player
2311362|Digital Dash|2015-09-20|2015|9|20|https://genius.com/songs/2311362/apple_music_player
2213836|Thought It Was a Drought|2015-07-17|2015|7|17|https://genius.com/songs/2213836/apple_music_player
3296791|Ghostface Killers|2017-10-31|2017|10|31|https://genius.com/songs/3296791/apple_music_player
2913726|Six Feet Under|2016-11-25|2016|11|25|https://genius.com/songs/2913726/apple_music_player
2027385|3500|2015-06-08|2015|6|8|https://genius.com/songs/2027385/apple_music_player
3097600|Mask Off (Remix)|2017-05-23|2017|5|23|https://genius.com/songs/3097600/apple_music_player
2311365|Live from the Gutter|2015-09-20|2015|9|20|https://genius.com/songs/2311365/apple_music_player
2311370|Jersey|2015-09-20|2015|9|20|https://genius.com/songs/2311370/apple_music_player
499835|Mamacita|2014-08-18|2014|8|18|https://genius.com/songs/499835/apple_music_player
3131793|No Complaints|2017-06-23|2017|6|23|https://genius.com/songs/3131793/apple_music_player
499824|Skyfall|2014-08-18|2014|8|18|https://genius.com/songs/499824/apple_music_player
2292582|Right Now|2015-08-27|2015|8|27|https://genius.com/songs/2292582/apple_music_player
3354380|So Good|2017-12-08|2017|12|8|https://genius.com/songs/3354380/apple_music_player
2488871|Up|2016-06-04|2016|6|4|https://genius.com/songs/2488871/apple_music_player
2959787|Sacrifices|2017-02-03|2017|2|3|https://genius.com/songs/2959787/apple_music_player
2408471|Purple Reign|2016-01-17|2016|1|17|https://genius.com/songs/2408471/apple_music_player
3155288|Call Me|2017-07-14|2017|7|14|https://genius.com/songs/3155288/apple_music_player
2408611|Wicked|2016-01-17|2016|1|17|https://genius.com/songs/2408611/apple_music_player
601811|Want Some More|2014-12-12|2014|12|12|https://genius.com/songs/601811/apple_music_player
201881|Honest|2013-08-19|2013|8|19|https://genius.com/songs/201881/apple_music_player
2369079|Hercules|2015-11-12|2015|11|12|https://genius.com/songs/2369079/apple_music_player
2290802|Pornography|2015-09-04|2015|9|4|https://genius.com/songs/2290802/apple_music_player
116830|Karate Chop (Remix)|2014-04-22|2014|4|22|https://genius.com/songs/116830/apple_music_player
4061277|10 Freaky Girls|2018-11-02|2018|11|2|https://genius.com/songs/4061277/apple_music_player
3099469|Met Gala|2017-05-26|2017|5|26|https://genius.com/songs/3099469/apple_music_player
2290794|Nightcrawler|2015-09-04|2015|9|4|https://genius.com/songs/2290794/apple_music_player
2150278|Jump Out the Face|2015-06-29|2015|6|29|https://genius.com/songs/2150278/apple_music_player
3296491|Rap Saved Me|2017-10-31|2017|10|31|https://genius.com/songs/3296491/apple_music_player
4061272|Don't Come Out the House|2018-11-02|2018|11|2|https://genius.com/songs/4061272/apple_music_player
2820797|Feel It|2016-07-15|2016|7|15|https://genius.com/songs/2820797/apple_music_player
2214983|Rich $ex|2015-07-17|2015|7|17|https://genius.com/songs/2214983/apple_music_player
2172089|Blow a Bag|2015-07-17|2015|7|17|https://genius.com/songs/2172089/apple_music_player
97026|Karate Chop|2013-02-19|2013|2|19|https://genius.com/songs/97026/apple_music_player
3209337|X|2017-08-25|2017|8|25|https://genius.com/songs/3209337/apple_music_player
